1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
127	-0.530170	39.000843	2.026745	0.007808	2.0
128	-0.553103	39.960467	1.994841	0.018686	2.1
129	-0.556204	40.959634	1.962672	0.015549	2.1
130	-0.564781	41.959634	1.931498	0.009861	2.1
131	-0.537855	42.959395	1.901307	0.008719	9.6
132	-0.530871	43.952000	1.872251	0.010205	2.3
133	-0.619809	44.400116	1.859422	0.004074	2.0
134	-0.515516	44.500929	1.856560	0.020582	2.0
135	-0.605356	44.454007	1.857891	0.006768	1.8
136	-0.550455	45.453999	1.829934	0.012804	2.0
137	-0.558733	46.450629	1.802895	0.008057	2.0
138	-0.591841	47.439813	1.776837	0.021552	1.9
139	-0.505374	47.328230	1.779739	0.020718	2.2
140	-0.622609	47.216647	1.782650	0.012496	2.0
141	-0.575674	48.216647	1.756896	0.011131	2.2
142	-0.515900	49.216641	1.731875	0.017004	1.9
143	-0.545957	49.105059	1.734631	0.006833	2.2
144	-0.584807	50.104126	1.710258	0.017395	2.2
145	-0.519330	49.992607	1.712945	0.011845	2.1
146	-0.537419	50.992607	1.689152	0.007275	2.9
147	-0.572847	51.973069	1.666456	0.016736	2.6
148	-0.628019	51.861489	1.669008	0.005624	2.9
149	-0.588157	51.749926	1.671568	0.023756	2.1
150	-0.541072	52.749713	1.648907	0.010068	2.0
151	-0.515410	52.638131	1.651406	0.009762	2.5
152	-0.546563	52.714718	1.649690	0.010072	1.9
153	-0.566764	52.603454	1.652184	0.014061	2.4
154	-0.593909	52.492414	1.654680	0.009990	2.2
155	-0.553632	52.390924	1.656968	0.009526	2.1
156	-0.588052	52.281542	1.659441	0.003535	2.1
157	-0.560352	52.417845	1.656361	0.004519	2.1
158	-0.656506	52.466649	1.655260	0.009739	2.4
159	-0.533236	53.329307	1.636049	0.016465	2.0
160	-0.567730	54.329306	1.614331	0.006211	2.1
161	-0.561188	54.218508	1.616709	0.012960	2.0
162	-0.555450	54.168344	1.617788	0.005984	2.1
163	-0.529946	55.164117	1.596637	0.012826	2.1
164	-0.555039	56.144829	1.576339	0.019226	2.0
165	-0.578832	57.144829	1.556167	0.008732	1.8
166	-0.555032	57.033247	1.558392	0.010448	1.8
167	-0.595100	58.032045	1.538698	0.006476	1.8
168	-0.513012	58.466737	1.530281	0.009844	1.8
169	-0.556140	58.733738	1.525156	0.001771	1.9
170	-0.587291	58.731265	1.525204	0.018236	1.9
171	-0.547896	58.673272	1.526314	0.005149	2.4
172	-0.521474	58.574023	1.528218	0.005183	1.6
173	-0.540591	58.902399	1.521937	0.011062	1.9
174	-0.581010	59.775861	1.505480	0.009629	2.1
175	-0.569555	60.767209	1.487227	0.007373	2.2
176	-0.530067	60.684917	1.488726	0.004040	1.9
177	-0.533543	60.653355	1.489301	0.002705	1.9
178	-0.611038	60.580938	1.490623	0.006674	1.8
179	-0.564597	60.662561	1.489133	0.017732	1.9
180	-0.552490	60.550982	1.491171	0.018165	1.7
181	-0.532734	61.550982	1.473107	0.017262	1.7
182	-0.546903	61.439399	1.475101	0.013346	1.7
183	-0.590076	61.327817	1.477100	0.012969	1.8
184	-0.572494	61.729535	1.469928	0.009361	1.7
185	-0.564124	62.729488	1.452373	0.006988	1.8
186	-0.529730	62.619319	1.454286	0.005402	1.9
187	-0.533152	62.609780	1.454452	0.013217	1.9
188	-0.550968	62.498276	1.456394	0.009552	2.0
189	-0.674233	62.386702	1.458343	0.016229	1.8
190	-0.542093	63.386694	1.441062	0.006836	1.9
191	-0.493362	63.277804	1.442923	0.010542	2.2
192	-0.592615	64.257760	1.426338	0.021529	1.9
193	-0.586433	65.257759	1.409803	0.013192	1.6
194	-0.570405	66.257759	1.393646	0.011585	1.8
195	-0.576930	67.257737	1.377856	0.026299	2.8
196	-0.541191	67.147800	1.379574	0.003563	2.6
197	-0.493518	68.145689	1.364131	0.015023	1.6
198	-0.562636	68.036343	1.365807	0.013077	2.3
199	-0.569000	67.924761	1.367520	0.013286	1.9
200	-0.632615	67.813181	1.369238	0.018195	1.9
201	-0.564496	67.701601	1.370961	0.014133	1.9
202	-0.598920	67.605497	1.372448	0.007273	2.0
203	-0.536126	67.498308	1.374110	0.007708	1.7
204	-0.565146	67.387833	1.375828	0.003416	1.9
205	-0.560091	67.291895	1.377323	0.002758	2.0
206	-0.536175	67.259925	1.377821	0.005100	2.4
207	-0.513449	67.241720	1.378106	0.013175	1.9
208	-0.531218	68.219584	1.363001	0.018843	1.8
209	-0.548134	68.108001	1.364708	0.003214	1.7
210	-0.572701	68.010532	1.366203	0.004194	2.0
211	-0.577735	67.942985	1.367240	0.002144	2.3
212	-0.572444	67.923913	1.367533	0.011925	2.2
213	-0.577332	68.038314	1.365776	0.007727	2.3
214	-0.548563	69.034313	1.350668	0.006119	2.4
215	-0.627320	69.615504	1.342005	0.007900	1.9
216	-0.568475	70.542141	1.328420	0.003157	2.1
217	-0.524351	70.776781	1.325024	0.011884	2.0
218	-0.617985	71.188092	1.319112	0.016908	2.3
219	-0.572221	71.076511	1.320711	0.007118	2.0
220	-0.559071	72.076129	1.306526	0.008728	2.1
221	-0.527409	72.046788	1.306938	0.007500	2.2
222	-0.513242	72.053039	1.306851	0.014937	2.2
223	-0.553531	73.052235	1.292967	0.002943	2.2
224	-0.566769	72.987628	1.293856	0.013717	2.2
225	-0.538407	72.911972	1.294898	0.006524	2.2
226	-0.601348	72.800595	1.296436	0.005728	2.3
227	-0.634534	72.703200	1.297783	0.011718	2.3
228	-0.588357	72.592309	1.299321	0.011222	2.0
229	-0.602969	72.480726	1.300872	0.015349	2.2
230	-0.596583	72.369143	1.302426	0.009937	2.3
231	-0.568275	72.266577	1.303859	0.011240	2.2
232	-0.549937	73.250458	1.290248	0.018362	2.1
233	-0.531244	74.249741	1.276711	0.013677	2.2
234	-0.503615	75.249741	1.263447	0.023567	2.2
235	-0.514575	76.069581	1.252776	0.025324	2.4
236	-0.582319	75.957999	1.254218	0.020770	11.0
237	-0.512254	76.957999	1.241414	0.019277	2.4
238	-0.558818	77.957999	1.228869	0.017723	2.9
239	-0.551339	77.846416	1.230256	0.012523	2.6
240	-0.533282	78.846416	1.217935	0.006640	3.3
241	-0.520347	78.734876	1.219297	0.015359	2.5
242	-0.585789	78.623329	1.220662	0.008691	2.3
243	-0.552013	79.617546	1.208601	0.008948	2.6
244	-0.542842	79.507712	1.209921	0.021539	2.0
245	-0.541575	80.430744	1.198911	0.005558	2.2
246	-0.595219	80.397325	1.199306	0.006316	1.9
247	-0.658401	80.541238	1.197606	0.005750	2.3
248	-0.563685	81.058715	1.191534	0.004620	2.1
249	-0.544829	81.092718	1.191137	0.007979	1.7
250	-0.533529	81.158066	1.190375	0.005637	1.8
251	-0.552845	81.301172	1.188710	0.013430	1.7
252	-0.540598	81.191281	1.189988	0.006185	1.8
253	-0.561789	81.186989	1.190038	0.009536	1.6
254	-0.632150	81.099979	1.191052	0.007078	1.6
255	-0.561319	80.995455	1.192273	0.004410	1.7
256	-0.574847	81.585583	1.185414	0.008198	1.7
257	-0.561660	81.477101	1.186669	0.006632	1.6
258	-0.526231	81.366624	1.187950	0.008804	1.5
259	-0.591600	81.255335	1.189243	0.012867	1.9
260	-0.590246	81.143773	1.190542	0.005751	1.7
261	-0.586124	81.040424	1.191748	0.015038	1.6
262	-0.614933	81.598973	1.185260	0.016404	1.7
263	-0.547911	82.598958	1.173819	0.008048	1.9
264	-0.556782	82.635324	1.173407	0.010625	1.8
265	-0.531689	83.628475	1.162269	0.016201	1.9
266	-0.540028	84.628475	1.151266	0.006059	1.8
267	-0.525161	85.613181	1.140632	0.009762	1.8
268	-0.568059	85.801374	1.138622	0.004741	1.5
269	-0.547650	86.013188	1.136369	0.009688	2.2
270	-0.494382	86.847665	1.127576	0.011273	1.6
271	-0.595419	87.844032	1.117254	0.008401	1.8
272	-0.560080	88.832081	1.107203	0.016801	1.8
273	-0.542516	89.832077	1.097213	0.005212	2.0
274	-0.595311	90.830726	1.087415	0.003923	1.7
275	-0.591804	91.201550	1.083821	0.009198	1.9
276	-0.542804	91.117705	1.084632	0.015556	7.1
277	-0.511409	91.011117	1.085664	0.009296	2.4
278	-0.541944	90.899536	1.086746	0.024304	2.3
279	-0.620637	90.793018	1.087782	0.003716	2.3
280	-0.600060	91.745825	1.078589	0.008787	2.1
281	-0.536112	91.653090	1.079477	0.011180	2.0
282	-0.586411	91.553762	1.080430	0.008153	1.8
283	-0.540293	92.278862	1.073514	0.012564	1.6
284	-0.485415	93.275776	1.064149	0.014111	2.1
285	-0.552357	94.275775	1.054917	0.008206	2.5
286	-0.638506	94.172165	1.055866	0.011032	2.0
287	-0.598988	95.171038	1.046788	0.004020	1.8
288	-0.557080	95.144187	1.047030	0.014861	2.5
289	-0.564221	95.035973	1.048006	0.007717	2.0
290	-0.529319	96.035533	1.039056	0.008490	1.7
291	-0.588899	96.019157	1.039201	0.011915	1.6
292	-0.580680	95.907579	1.040193	0.009039	1.8
293	-0.549854	95.796039	1.041186	0.010191	1.8
294	-0.525287	96.760731	1.032657	0.015031	1.6
295	-0.561793	97.760349	1.023965	0.009281	1.7
296	-0.492056	98.737942	1.015605	0.007306	2.4
297	-0.516257	98.627300	1.016544	0.008368	1.8
298	-0.541004	98.571668	1.017017	0.002304	2.1
299	-0.574669	98.482436	1.017777	0.011625	2.3
300	-0.522800	98.425871	1.018259	0.018962	2.2
301	-0.611668	98.314288	1.019211	0.015142	2.2
302	-0.561702	99.314288	1.010740	0.012229	2.4
303	-0.586518	100.314288	1.002408	0.019506	2.3
304	-0.571618	101.314288	0.994213	0.005461	2.2
305	-0.580926	102.310012	0.986185	0.016109	2.1
306	-0.543026	103.178272	0.979289	0.010222	2.2
307	-0.540307	103.066690	0.980170	0.005173	2.1
308	-0.589763	103.943634	0.973290	0.009632	2.1
309	-0.531402	103.833742	0.974147	0.011168	2.3
310	-0.551996	104.833477	0.966408	0.009367	2.2
311	-0.605983	105.831634	0.958802	0.025497	2.5
312	-0.553088	105.720051	0.959646	0.018294	2.2
313	-0.552180	106.720051	0.952133	0.004742	2.2
314	-0.541295	106.614686	0.952919	0.011964	2.3
315	-0.499138	106.858858	0.951099	0.008374	2.2
316	-0.482741	107.723396	0.944711	0.003430	2.1
317	-0.577734	108.184166	0.941342	0.005475	4.5
318	-0.612329	108.174833	0.941410	0.003478	2.2
319	-0.526740	108.366865	0.940012	0.002983	2.2
320	-0.492658	108.312270	0.940409	0.011095	2.1
321	-0.544288	108.207652	0.941170	0.003051	2.2
322	-0.557562	108.110615	0.941878	0.019439	2.2
323	-0.473967	108.449477	0.939412	0.007674	2.2
324	-0.564544	108.337899	0.940223	0.010528	2.3
325	-0.605357	108.226369	0.941034	0.005065	2.2
326	-0.568365	108.115321	0.941843	0.011910	2.4
327	-0.669772	108.005315	0.942647	0.007123	2.4
328	-0.557877	107.893753	0.943462	0.008662	2.1
329	-0.503566	108.840829	0.936581	0.004005	3.0
330	-0.502773	109.614225	0.931035	0.011984	2.6
331	-0.536358	109.722626	0.930263	0.004909	2.0
332	-0.573492	109.612054	0.931051	0.010681	2.1
333	-0.537236	109.505128	0.931813	0.002930	2.2
334	-0.560733	109.701747	0.930412	0.012508	2.4
335	-0.602884	109.720343	0.930279	0.008517	2.1
336	-0.602704	109.608936	0.931073	0.014270	2.7
337	-0.557654	110.608523	0.924001	0.010169	2.0
338	-0.544469	111.608422	0.917034	0.011689	2.3
339	-0.628747	112.582810	0.910345	0.012227	2.2
340	-0.453133	112.471228	0.911106	0.003944	2.3
341	-0.524127	113.336190	0.905239	0.016151	2.4
342	-0.529461	113.231935	0.905943	0.008687	2.3
343	-0.527845	114.231913	0.899244	0.019551	2.1
344	-0.542387	114.120332	0.899986	0.013906	2.2
345	-0.568330	115.120300	0.893375	0.016431	2.1
346	-0.622610	115.008718	0.894108	0.004411	2.1
347	-0.564587	116.000438	0.887635	0.013935	2.3
348	-0.510752	115.889291	0.888356	0.011301	2.1
349	-0.549870	116.475751	0.884566	0.020436	2.2
350	-0.568354	117.475734	0.878179	0.009952	2.3
351	-0.505454	118.475734	0.871882	0.008402	2.3
352	-0.566210	119.393369	0.866184	0.017706	1.7
353	-0.473409	119.281786	0.866872	0.005812	1.7
354	-0.535295	120.278320	0.860758	0.006604	1.8
355	-0.558187	120.181735	0.861347	0.016716	1.7
356	-0.531382	120.070154	0.862028	0.019239	1.6
357	-0.546078	121.070154	0.855960	0.013906	2.2
358	-0.571768	120.958571	0.856633	0.017712	10.7
359	-0.576946	120.846989	0.857307	0.005920	1.5
360	-0.521225	120.737556	0.857969	0.012603	1.7
361	-0.606023	121.067454	0.855977	0.010628	1.9
362	-0.549762	121.757557	0.851839	0.004202	2.0
363	-0.479689	122.607245	0.846799	0.007944	1.6
364	-0.617174	122.504409	0.847405	0.011362	1.8
365	-0.599778	122.885300	0.845162	0.013132	1.7
366	-0.595164	122.773724	0.845818	0.022150	1.6
367	-0.525357	123.773724	0.839976	0.007711	1.7
368	-0.540863	124.772714	0.834219	0.010746	1.8
369	-0.514091	125.715340	0.828860	0.005870	1.8
370	-0.527754	126.516610	0.824357	0.012350	1.9
371	-0.564945	127.070122	0.821276	0.007269	1.6
372	-0.608884	128.067600	0.815780	0.004937	2.1
373	-0.537425	127.960021	0.816370	0.006306	1.8
374	-0.607813	127.868938	0.816869	0.011803	1.6
375	-0.654000	128.487958	0.813486	0.009926	2.2
376	-0.569106	128.376386	0.814094	0.004889	2.3
377	-0.527854	128.266345	0.814694	0.002711	2.2
378	-0.559334	128.468934	0.813590	0.008638	2.0
379	-0.544022	128.442064	0.813736	0.006348	2.1
380	-0.566478	129.184553	0.809713	0.010224	1.9
381	-0.556012	129.510809	0.807958	0.009293	1.6
382	-0.561172	130.508460	0.802638	0.007356	2.2
383	-0.529785	130.398156	0.803223	0.019220	1.9
384	-0.604085	130.286573	0.803815	0.005269	1.9
385	-0.608902	131.279911	0.798572	0.024864	2.1
386	-0.617131	131.168355	0.799157	0.009287	2.1
387	-0.595947	132.168343	0.793940	0.005817	1.8
388	-0.523685	132.459548	0.792433	0.007867	1.7
389	-0.489312	132.365033	0.792921	0.017401	1.7
390	-0.580427	132.253451	0.793499	0.010046	2.4
391	-0.516059	132.141888	0.794077	0.005035	1.6
392	-0.565767	132.031691	0.794649	0.005452	2.0
393	-0.603658	132.262954	0.793450	0.005981	1.6
394	-0.541086	132.163042	0.793967	0.005529	1.7
395	-0.604625	132.887993	0.790227	0.001227	1.8
396	-0.522182	132.905728	0.790136	0.009595	1.7
397	-0.549089	133.032969	0.789483	0.010967	1.6
398	-0.513981	132.921392	0.790055	0.011400	1.8
399	-0.551999	132.872635	0.790306	0.010430	1.8
400	-0.544349	133.872525	0.785203	0.004570	2.0
401	-0.527715	134.449703	0.782288	0.026541	4.9
402	-0.496226	134.338155	0.782850	0.023631	1.8
403	-0.601420	135.338155	0.777842	0.003502	1.7
404	-0.598230	135.238609	0.778338	0.017736	2.3
405	-0.507467	136.216386	0.773497	0.017265	2.3
406	-0.496695	137.216386	0.768608	0.010844	2.1
407	-0.519120	138.122695	0.764231	0.010610	2.3
408	-0.499454	138.287423	0.763440	0.007068	2.1
409	-0.571595	138.176256	0.763973	0.013337	2.1
410	-0.488809	139.175497	0.759207	0.005992	2.1
411	-0.513604	140.172016	0.754513	0.007400	2.3
412	-0.505590	141.043854	0.750454	0.002973	2.1
413	-0.557742	141.300713	0.749266	0.004674	2.0
414	-0.534248	141.261943	0.749445	0.005822	2.3
415	-0.620153	141.783733	0.747043	0.002186	2.3
416	-0.541499	141.713352	0.747366	0.023536	2.1
417	-0.575015	142.118331	0.745510	0.006371	2.1
418	-0.594412	142.029603	0.745916	0.007576	2.2
419	-0.609212	141.960051	0.746235	0.006091	2.2
420	-0.549998	142.378528	0.744323	0.014381	2.1
421	-0.564074	143.376948	0.739802	0.004705	2.4
422	-0.640715	143.265854	0.740302	0.005245	2.9
423	-0.592440	143.251684	0.740366	0.012213	3.2
424	-0.570448	143.565973	0.738952	0.002983	2.5
425	-0.667793	143.969716	0.737144	0.006416	2.5
426	-0.495729	144.023163	0.736905	0.004359	2.2
427	-0.592709	144.074206	0.736677	0.018403	2.8
428	-0.529409	143.962716	0.737175	0.018887	2.3
429	-0.566061	143.851133	0.737674	0.014066	2.1
430	-0.569522	144.851133	0.733226	0.007864	2.1
431	-0.562233	145.830448	0.728922	0.004852	2.2
432	-0.631906	145.723323	0.729391	0.013051	2.1
433	-0.593260	145.881816	0.728698	0.007116	2.1
434	-0.561038	145.770250	0.729185	0.020404	2.4
435	-0.582038	146.770245	0.724839	0.008964	2.3
436	-0.561234	147.770241	0.720544	0.006277	2.1
437	-0.506600	148.384177	0.717933	0.020824	2.2
438	-0.598535	148.414710	0.717803	0.007855	2.1
439	-0.545299	149.414118	0.713594	0.007529	2.1
440	-0.598893	149.832909	0.711844	0.009483	2.1
441	-0.623084	149.721485	0.712309	0.016760	2.2
442	-0.587616	150.721466	0.708161	0.019937	11.2
443	-0.530018	150.609883	0.708621	0.001830	2.3
444	-0.604915	150.504522	0.709057	0.006523	2.0
445	-0.567708	150.430639	0.709362	0.008497	2.2
446	-0.601984	150.321694	0.709813	0.014735	1.6
447	-0.548100	150.220050	0.710235	0.019471	1.9
448	-0.501255	150.108468	0.710698	0.015968	2.8
449	-0.584594	151.108468	0.706569	0.014117	2.7
450	-0.650978	151.014890	0.706953	0.021814	2.1
451	-0.607663	152.014890	0.702867	0.012376	2.0
452	-0.548305	151.903313	0.703320	0.017460	2.0
453	-0.565367	151.791730	0.703775	0.006440	1.9
454	-0.577682	152.735577	0.699951	0.009281	1.9
455	-0.588438	152.639022	0.700340	0.006049	2.0
456	-0.579198	152.539807	0.700741	0.013602	1.9
457	-0.588720	152.790457	0.699730	0.020771	2.0
458	-0.572738	153.790457	0.695727	0.010240	2.0
459	-0.517228	154.790457	0.691769	0.010533	1.7
460	-0.537609	154.678903	0.692208	0.009882	1.9
461	-0.611384	154.572065	0.692630	0.017802	7.3
462	-0.583969	154.587126	0.692570	0.002413	2.3
463	-0.576106	154.604955	0.692500	0.013740	2.7
464	-0.567272	155.020704	0.690864	0.009787	1.7
465	-0.540884	154.909124	0.691303	0.010124	1.8
466	-0.630006	155.908422	0.687398	0.007039	1.8
467	-0.629083	155.823525	0.687728	0.022562	1.8
468	-0.502486	156.821822	0.683867	0.020958	2.2
469	-0.549348	156.710239	0.684296	0.008615	2.3
470	-0.561437	157.710231	0.680467	0.027034	1.8
471	-0.637331	158.710230	0.676681	0.015372	2.5
472	-0.555772	159.710230	0.672936	0.002584	2.2
473	-0.570519	159.709163	0.672940	0.004863	1.6
474	-0.489926	159.634528	0.673218	0.007117	1.7
475	-0.557296	159.850256	0.672415	0.017656	1.9
476	-0.589413	160.771194	0.669008	0.007267	1.8
477	-0.596472	160.664786	0.669400	0.025702	1.5
478	-0.535254	161.664754	0.665736	0.009203	1.7
479	-0.560192	161.553171	0.666142	0.009451	2.8
480	-0.577817	162.386088	0.663117	0.010748	2.0
481	-0.578324	163.098514	0.660551	0.018532	1.8
482	-0.540251	162.986931	0.660951	0.005130	1.9
483	-0.624813	163.921288	0.657612	0.003578	1.9
484	-0.562299	163.861100	0.657826	0.021931	2.4
485	-0.587502	163.751740	0.658215	0.008892	1.6
486	-0.548788	163.640165	0.658613	0.018462	1.8
487	-0.608730	163.528592	0.659011	0.018747	2.1
488	-0.535627	164.528591	0.655459	0.011909	1.7
489	-0.506746	164.933535	0.654032	0.019975	1.9
490	-0.485348	164.821952	0.654424	0.004222	1.7
491	-0.520239	164.923181	0.654068	0.007164	1.8
492	-0.572514	164.850659	0.654323	0.025121	2.1
493	-0.570957	164.739078	0.654716	0.009166	2.6
494	-0.560512	165.203422	0.653084	0.007895	2.4
495	-0.581621	165.966732	0.650417	0.011064	2.4
496	-0.512445	166.565338	0.648342	0.004585	2.1
497	-0.565018	167.292124	0.645839	0.004002	2.2
498	-0.584166	167.199858	0.646156	0.007610	2.3
499	-0.558225	167.107735	0.646472	0.009700	2.2
500	-0.590634	167.155653	0.646308	0.027944	2.3
501	-0.518479	167.362513	0.645598	0.006748	2.0
502	-0.523816	167.250930	0.645980	0.009605	2.1
503	-0.537710	167.139581	0.646363	0.009230	2.3
504	-0.493545	168.115711	0.643027	0.004239	2.1
505	-0.571665	168.014540	0.643371	0.002824	2.1
506	-0.530113	167.958836	0.643560	0.005039	2.2
507	-0.530839	167.939943	0.643625	0.009417	2.2
508	-0.529838	168.798027	0.640715	0.004363	2.1
509	-0.539992	168.695153	0.641062	0.012610	2.2
510	-0.539930	168.589638	0.641419	0.015951	2.2
511	-0.598709	169.589623	0.638054	0.013671	3.1
512	-0.494258	169.478040	0.638428	0.003089	2.6
513	-0.610699	169.711710	0.637645	0.013303	2.2
514	-0.546134	169.691442	0.637713	0.017550	2.1
